,dyad_gameid,trial_num,turn_num,message_id,workerID,block,phrases,scene,tower,message_num,message,content,refExps,leftTarget,rightTarget,tower_pair,rep
1982,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,2,2ce42e41-5961-6401-23d8-c4800e67287c,julia,0,,0.0,0,1,third row from bottom: ooxooooxxxxo,nan,,C,Pi,C_Pi,3
1983,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,2,2ce42e41-5961-6401-23d8-c4800e67287c,justin,3,ooxooooxxxxo,0.0,0,1,third row from bottom: ooxooooxxxxo,ooxooooxxxxo,,C,Pi,C_Pi,3
1984,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,4,3b2d1fc9-eded-54e3-39e6-f58f7fdf2229,julia,0,,0.0,0,2,fourth row from bottom: ooxooooooooo,nan,,C,Pi,C_Pi,3
1985,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,4,3b2d1fc9-eded-54e3-39e6-f58f7fdf2229,justin,1,ooxooooooooo,0.0,0,2,fourth row from bottom: ooxooooooooo,ooxooooooooo,,C,Pi,C_Pi,3
1986,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,6,c3c02b36-ea72-7bf4-202a-ae6410afa961,julia,0,,0.0,0,3,sixth row from bottom: ooxxoooooooo,nan,,C,Pi,C_Pi,3
1987,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,8.0,6,c3c02b36-ea72-7bf4-202a-ae6410afa961,justin,1,ooxxoooooooo,0.0,0,3,sixth row from bottom: ooxxoooooooo,ooxxoooooooo,,C,Pi,C_Pi,3
1988,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,0,5c5815b0-197a-ef97-6f28-3a3270a22d8e,julia,0,,0.0,0,0,bottom row: ooxxoooxxxxo,nan,,C,L,C_L,3
1989,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,0,5c5815b0-197a-ef97-6f28-3a3270a22d8e,justin,3,ooxxoooxxxxo,0.0,0,0,bottom row: ooxxoooxxxxo,ooxxoooxxxxo,,C,L,C_L,3
1990,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,2,5286369e-1eff-1078-3985-577fc069f48d,julia,0,,0.0,0,1,second row from botttom: ooxooooxoooo,nan,,C,L,C_L,3
1991,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,2,5286369e-1eff-1078-3985-577fc069f48d,justin,2,ooxooooxoooo,0.0,0,1,second row from botttom: ooxooooxoooo,ooxooooxoooo,,C,L,C_L,3
1992,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,4,9def8df6-3ca3-18ca-3307-60dc224c85db,julia,0,,0.0,0,2,fourth row from bottom: ooxooooxoooo,nan,,C,L,C_L,3
1993,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,4,9def8df6-3ca3-18ca-3307-60dc224c85db,justin,2,ooxooooxoooo,0.0,0,2,fourth row from bottom: ooxooooxoooo,ooxooooxoooo,,C,L,C_L,3
1994,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,6,7f1fe654-a90a-a006-5080-7f5e8c17edfc,julia,0,,0.0,0,3,sixth row from bottom: ooxxoooooooo,nan,,C,L,C_L,3
1995,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9.0,6,7f1fe654-a90a-a006-5080-7f5e8c17edfc,justin,1,ooxxoooooooo,0.0,0,3,sixth row from bottom: ooxxoooooooo,ooxxoooooooo,,C,L,C_L,3
1996,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,0,f963aee1-96f9-0129-57ed-b96bdc413314,julia,0,,0.0,0,0,bottom row: oxooxooxxxxo,nan,,Pi,L,Pi_L,3
1997,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,0,f963aee1-96f9-0129-57ed-b96bdc413314,justin,4,oxooxooxxxxo,0.0,0,0,bottom row: oxooxooxxxxo,oxooxooxxxxo,,Pi,L,Pi_L,3
1998,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,2,e6c22011-7b2f-84a1-db45-d35da3328206,julia,0,,0.0,0,1,third row from bottom: oxxxxooxoooo,nan,,Pi,L,Pi_L,3
1999,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,2,e6c22011-7b2f-84a1-db45-d35da3328206,justin,3,oxxxxooxoooo,0.0,0,1,third row from bottom: oxxxxooxoooo,oxxxxooxoooo,,Pi,L,Pi_L,3
2000,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,4,e0c012d2-a9b8-204c-fc69-4285811a1a6c,julia,0,,0.0,0,2,fourth row from bottom: oooooooxoooo,nan,,Pi,L,Pi_L,3
2001,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10.0,4,e0c012d2-a9b8-204c-fc69-4285811a1a6c,justin,1,oooooooxoooo,0.0,0,2,fourth row from bottom: oooooooxoooo,oooooooxoooo,,Pi,L,Pi_L,3
2002,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,0,04aa72d1-4bc6-1ffd-c610-53ed451b1c8c,julia,0,,0.0,0,0,bottom row: oxooxoooxxoo,nan,,Pi,C,Pi_C,4
2003,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,0,04aa72d1-4bc6-1ffd-c610-53ed451b1c8c,justin,4,oxooxoooxxoo,0.0,0,0,bottom row: oxooxoooxxoo,oxooxoooxxoo,,Pi,C,Pi_C,4
2004,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,2,eab5f50a-9f2a-5843-af33-57209f7b8a2e,julia,0,,0.0,0,1,third row from bottom: oxxxxoooxooo,nan,,Pi,C,Pi_C,4
2005,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,2,eab5f50a-9f2a-5843-af33-57209f7b8a2e,justin,3,oxxxxoooxooo,0.0,0,1,third row from bottom: oxxxxoooxooo,oxxxxoooxooo,,Pi,C,Pi_C,4
2006,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,4,801f9c5f-321a-1128-4586-ce142e215337,julia,0,,0.0,0,2,fourth row from bottom: ooooooooxooo,nan,,Pi,C,Pi_C,4
2007,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,4,801f9c5f-321a-1128-4586-ce142e215337,justin,1,ooooooooxooo,0.0,0,2,fourth row from bottom: ooooooooxooo,ooooooooxooo,,Pi,C,Pi_C,4
2008,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,6,1c32a1de-d54f-58b7-b589-931f8c662964,julia,0,,0.0,0,3,sixth row from bottom: ooooooooxxoo,nan,,Pi,C,Pi_C,4
2009,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11.0,6,1c32a1de-d54f-58b7-b589-931f8c662964,justin,1,ooooooooxxoo,0.0,0,3,sixth row from bottom: ooooooooxxoo,ooooooooxxoo,,Pi,C,Pi_C,4
2010,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,0,52c1b3c7-f33c-4233-c833-b07eb4d56ffc,julia,2,"red, blue",0.0,0,0,"Red, in the 2nd square from the 2nd line. Blue in the same square but in the first line.
",red blue,,L,Pi,L_Pi,1
2011,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,0,52c1b3c7-f33c-4233-c833-b07eb4d56ffc,justin,2,"Red, Blue",0.0,0,0,"Red, in the 2nd square from the 2nd line. Blue in the same square but in the first line.
",red blue,,L,Pi,L_Pi,1
2012,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,2,039d60ba-9c99-3735-15a6-52a708fce7af,julia,1,blue,0.0,0,1,"Put the blue block, next to the red line, left half.
",blue,,L,Pi,L_Pi,1
2013,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,2,039d60ba-9c99-3735-15a6-52a708fce7af,justin,1,the blue block,0.0,0,1,"Put the blue block, next to the red line, left half.
",the blue block,,L,Pi,L_Pi,1
2014,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,4,2a9e9a38-1d5a-474c-cda8-40fd4adb0798,julia,2,"red, blue",0.0,0,2,"Ok, another blue one next to the blue one. And the same for the red, just above it.",red blue,,L,Pi,L_Pi,1
2015,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,4,2a9e9a38-1d5a-474c-cda8-40fd4adb0798,justin,2,"another blue one, the red",0.0,0,2,"Ok, another blue one next to the blue one. And the same for the red, just above it.",another blue one the red,,L,Pi,L_Pi,1
2016,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,6,338f8437-faa2-cbad-467a-6bdfb63c1dd8,julia,2,"red, blue",0.0,0,3,Place a red block in the 2nd square in the right half and a blue one in the 2nd square in 3rd line.,red blue,,L,Pi,L_Pi,1
2017,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,6,338f8437-faa2-cbad-467a-6bdfb63c1dd8,justin,2,"a red block, a blue one",0.0,0,3,Place a red block in the 2nd square in the right half and a blue one in the 2nd square in 3rd line.,a red block a blue one,,L,Pi,L_Pi,1
2018,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,8,dd7516f5-58aa-0383-8dff-06d28340fed5,julia,2,"red, blue, arch",0.0,1,4,"Great! Now, we are building an arch. Place a blue in the 4th square, 3 line. Red in 5th, 1 line",red blue arch,,L,Pi,L_Pi,1
2019,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,0.0,8,dd7516f5-58aa-0383-8dff-06d28340fed5,justin,2,"an arch, a blue, Red",0.0,1,4,"Great! Now, we are building an arch. Place a blue in the 4th square, 3 line. Red in 5th, 1 line",an arch a blue red,,L,Pi,L_Pi,1
2020,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,0,80b2db0c-6a24-65cf-16c2-b4aa72f78920,julia,2,"red, blue",0.0,0,0,"Place red block in 5th square, 1 line. Add a blue, taking place 4th and 5th, 3 line.",red blue,,C,Pi,C_Pi,1
2021,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,0,80b2db0c-6a24-65cf-16c2-b4aa72f78920,justin,2,"red block, a blue",0.0,0,0,"Place red block in 5th square, 1 line. Add a blue, taking place 4th and 5th, 3 line.",red block a blue,,C,Pi,C_Pi,1
2022,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,2,1f69cd43-68bf-bf7e-d4dc-2301882ab925,julia,2,"red, blue",0.0,0,1,"Left half. Place blue in 3 and 4, baseline and red in 3rd, 2nd line.",red blue,,C,Pi,C_Pi,1
2023,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,2,1f69cd43-68bf-bf7e-d4dc-2301882ab925,justin,2,"blue, red",0.0,0,1,"Left half. Place blue in 3 and 4, baseline and red in 3rd, 2nd line.",blue red,,C,Pi,C_Pi,1
2024,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,4,76847398-fabb-c6b6-97f4-3de414934a25,julia,2,"red, blue",0.0,0,2,"Left half. Place blue in 3 and 4, 6th line and red in 3rd, 4th line.",red blue,,C,Pi,C_Pi,1
2025,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,4,76847398-fabb-c6b6-97f4-3de414934a25,justin,2,"blue, red",0.0,0,2,"Left half. Place blue in 3 and 4, 6th line and red in 3rd, 4th line.",blue red,,C,Pi,C_Pi,1
2026,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,6,4bebcf4f-2c94-151d-52fa-3935ff283550,julia,2,"red, blue",0.0,0,3,"Right half. Place blue in 2 and 3, 3rd line and red in 2nd, baseline.",red blue,,C,Pi,C_Pi,1
2027,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,1.0,6,4bebcf4f-2c94-151d-52fa-3935ff283550,justin,2,"blue, red",0.0,0,3,"Right half. Place blue in 2 and 3, 3rd line and red in 2nd, baseline.",blue red,,C,Pi,C_Pi,1
2028,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,0,ac73189c-6fdc-5e00-a0d9-da583db4cb81,julia,2,"red, blue",0.0,0,0,"Left half. Blue 2 and 3rd, base line. Red 2nd square, 2nd line.",red blue,,L,C,L_C,1
2029,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,0,ac73189c-6fdc-5e00-a0d9-da583db4cb81,justin,2,"Blue, Red",0.0,0,0,"Left half. Blue 2 and 3rd, base line. Red 2nd square, 2nd line.",blue red,,L,C,L_C,1
2030,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,2,05dd1ef0-0806-38c9-4967-49fbb2e02961,julia,2,"red, blue",0.0,0,1,"Left half. Blue 4 and 5th, base line. Red 2nd square, 4th line.",red blue,,L,C,L_C,1
2031,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,2,05dd1ef0-0806-38c9-4967-49fbb2e02961,justin,2,"Blue, Red",0.0,0,1,"Left half. Blue 4 and 5th, base line. Red 2nd square, 4th line.",blue red,,L,C,L_C,1
2032,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,4,d87d3afc-a370-5e8a-021a-c45bd5e32aef,julia,2,"red, blue",0.0,0,2,"Right half. Blue 3 and 4th, base line. Red 4th square, 2nd line.",red blue,,L,C,L_C,1
2033,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,4,d87d3afc-a370-5e8a-021a-c45bd5e32aef,justin,2,"Blue, Red",0.0,0,2,"Right half. Blue 3 and 4th, base line. Red 4th square, 2nd line.",blue red,,L,C,L_C,1
2034,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,6,f9d0a163-def1-274a-1380-1f2544f06c4e,julia,2,"red, blue",0.0,0,3,"Right half. Blue 3 and 4th, 6th line. Red 4th square, 4th line.",red blue,,L,C,L_C,1
2035,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,2.0,6,f9d0a163-def1-274a-1380-1f2544f06c4e,justin,2,"Blue, Red",0.0,0,3,"Right half. Blue 3 and 4th, 6th line. Red 4th square, 4th line.",blue red,,L,C,L_C,1
2036,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,0,fa4b0bc6-5121-f31f-5028-361fa94501d7,julia,2,"red, blue",0.0,0,0,"Left half. Red 2nd square, baseline. Blue, 2 and 3rd square, 3rd line.",red blue,,Pi,L,Pi_L,2
2037,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,0,fa4b0bc6-5121-f31f-5028-361fa94501d7,justin,2,"Red, Blue",0.0,0,0,"Left half. Red 2nd square, baseline. Blue, 2 and 3rd square, 3rd line.",red blue,,Pi,L,Pi_L,2
2038,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,2,49954cf1-faaf-500c-a74b-3d208c3fa29f,julia,2,"red, blue",0.0,0,1,"1. Left half. Red 5th square, baseline. Blue, 4 and 5th square, 3rd line.",red blue,,Pi,L,Pi_L,2
2039,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,2,49954cf1-faaf-500c-a74b-3d208c3fa29f,justin,2,"Red, Blue",0.0,0,1,"1. Left half. Red 5th square, baseline. Blue, 4 and 5th square, 3rd line.",red blue,,Pi,L,Pi_L,2
2040,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,4,3fb230b2-b55d-c442-c884-e6660c661a49,julia,2,"red, blue",0.0,0,2,"Right half. Red 5th square, 2nd line. Blue, 2 and 3rd square, base line.",red blue,,Pi,L,Pi_L,2
2041,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,4,3fb230b2-b55d-c442-c884-e6660c661a49,justin,2,"Red, Blue",0.0,0,2,"Right half. Red 5th square, 2nd line. Blue, 2 and 3rd square, base line.",red blue,,Pi,L,Pi_L,2
2042,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,6,84403b37-b13b-ad4e-e368-f7d2d9732b86,julia,2,"red, blue",0.0,0,3,"Right half. Red 5th square, 4th line. Blue, 4 and 5th square, base line.",red blue,,Pi,L,Pi_L,2
2043,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,3.0,6,84403b37-b13b-ad4e-e368-f7d2d9732b86,justin,2,"Red, Blue",0.0,0,3,"Right half. Red 5th square, 4th line. Blue, 4 and 5th square, base line.",red blue,,Pi,L,Pi_L,2
2044,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,0,0e5bc44c-98de-cbf6-4273-4d1c23d83f22,julia,2,"red, blue",0.0,0,0,"Left half. Red, 2nd square, base line. Blue 2 and 3rd square, 3rd line.",red blue,,Pi,C,Pi_C,2
2045,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,0,0e5bc44c-98de-cbf6-4273-4d1c23d83f22,justin,2,"Red, Blue",0.0,0,0,"Left half. Red, 2nd square, base line. Blue 2 and 3rd square, 3rd line.",red blue,,Pi,C,Pi_C,2
2046,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,2,47e77e2b-6b29-1a13-637c-3644c9345ce7,julia,2,"red, blue",0.0,0,1,"Left half. Red, 5th square, base line. Blue 4 and 5th square, 3rd line.",red blue,,Pi,C,Pi_C,2
2047,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,2,47e77e2b-6b29-1a13-637c-3644c9345ce7,justin,2,"Red, Blue",0.0,0,1,"Left half. Red, 5th square, base line. Blue 4 and 5th square, 3rd line.",red blue,,Pi,C,Pi_C,2
2048,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,4,f367dbe2-40e3-469f-39b6-6d71951a0518,julia,2,"red, blue",0.0,0,2,"Right half. Red, 4th square, 2nd line. Blue 3 and 4th square, base line.",red blue,,Pi,C,Pi_C,2
2049,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,4,f367dbe2-40e3-469f-39b6-6d71951a0518,justin,2,"Red, Blue",0.0,0,2,"Right half. Red, 4th square, 2nd line. Blue 3 and 4th square, base line.",red blue,,Pi,C,Pi_C,2
2050,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,6,88653e42-cefe-73ec-e918-4b9f501049e2,julia,2,"red, blue",0.0,0,3,"Right half. Red, 4th square, 4th line. Blue 3 and 4th square, 6th line.",red blue,,Pi,C,Pi_C,2
2051,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,4.0,6,88653e42-cefe-73ec-e918-4b9f501049e2,justin,2,"Red, Blue",0.0,0,3,"Right half. Red, 4th square, 4th line. Blue 3 and 4th square, 6th line.",red blue,,Pi,C,Pi_C,2
2052,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,0,b550f221-72e5-5360-e3ae-b12e7d4fbfff,julia,2,"red, blue",0.0,0,0,"Left half. Red 3rd square, 2nd line. Blue 3 and 4th square, baseline.
",red blue,,C,L,C_L,2
2053,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,0,b550f221-72e5-5360-e3ae-b12e7d4fbfff,justin,2,"Red, Blue",0.0,0,0,"Left half. Red 3rd square, 2nd line. Blue 3 and 4th square, baseline.
",red blue,,C,L,C_L,2
2054,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,2,2b66b1c0-5fdd-5329-6c74-9cf41f7550bc,julia,2,"red, blue",0.0,0,1,"Left half. Red 3rd square, 4th line. Blue 3 and 4th square, 6th line.",red blue,,C,L,C_L,2
2055,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,2,2b66b1c0-5fdd-5329-6c74-9cf41f7550bc,justin,2,"Red, Blue",0.0,0,1,"Left half. Red 3rd square, 4th line. Blue 3 and 4th square, 6th line.",red blue,,C,L,C_L,2
2056,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,4,b4ca0142-3b23-9fd8-0d20-f686854df9b6,julia,2,"red, blue",0.0,0,2,"Right half. Red 5th square, 2nd line. Blue 2 and 3rd square, base line.",red blue,,C,L,C_L,2
2057,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,4,b4ca0142-3b23-9fd8-0d20-f686854df9b6,justin,2,"Red, Blue",0.0,0,2,"Right half. Red 5th square, 2nd line. Blue 2 and 3rd square, base line.",red blue,,C,L,C_L,2
2058,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,6,07d5e121-623a-35ae-7a31-a27cced4dd7c,julia,2,"red, blue",0.0,0,3,"Right half. Red 5th square, 4th line. Blue 4 and 5th square, base line.",red blue,,C,L,C_L,2
2059,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,6,07d5e121-623a-35ae-7a31-a27cced4dd7c,justin,2,"Red, Blue",0.0,0,3,"Right half. Red 5th square, 4th line. Blue 4 and 5th square, base line.",red blue,,C,L,C_L,2
2060,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,8,1932263c-4eec-95b0-14c3-0b503d0daad0,julia,2,"red, blue",0.0,0,4,"Right half. Red 5th square, 4th line. Blue 4 and 5th square, base line.",red blue,,C,L,C_L,2
2061,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,5.0,8,1932263c-4eec-95b0-14c3-0b503d0daad0,justin,2,"Red, Blue",0.0,0,4,"Right half. Red 5th square, 4th line. Blue 4 and 5th square, base line.",red blue,,C,L,C_L,2
2062,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,0,20f12d46-e775-f27e-2ec0-12f0d3100ac5,julia,2,"red, blue",0.0,0,0,"Left half. Red 3rd square, 2nd line. Blue 3 and 4 square, baseline.",red blue,,C,Pi,C_Pi,2
2063,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,0,20f12d46-e775-f27e-2ec0-12f0d3100ac5,justin,2,"Red, Blue",0.0,0,0,"Left half. Red 3rd square, 2nd line. Blue 3 and 4 square, baseline.",red blue,,C,Pi,C_Pi,2
2064,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,2,e4bd7d57-03e3-c25b-700b-1433f5d61476,julia,2,"red, blue",0.0,0,1,"Left half. Red 3rd square, 4th line. Blue 3 and 4 square, 6th line.",red blue,,C,Pi,C_Pi,2
2065,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,2,e4bd7d57-03e3-c25b-700b-1433f5d61476,justin,2,"Red, Blue",0.0,0,1,"Left half. Red 3rd square, 4th line. Blue 3 and 4 square, 6th line.",red blue,,C,Pi,C_Pi,2
2066,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,4,69f5a741-8686-1f29-5cb7-6bb9c0ff34b4,julia,2,"red, blue",0.0,0,2,"Right half. Red 2nd square, base line. Blue 2 and 3 square, 3rd line.",red blue,,C,Pi,C_Pi,2
2067,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,4,69f5a741-8686-1f29-5cb7-6bb9c0ff34b4,justin,2,"Red, Blue",0.0,0,2,"Right half. Red 2nd square, base line. Blue 2 and 3 square, 3rd line.",red blue,,C,Pi,C_Pi,2
2068,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,6,7ff5101d-3f1c-d31b-86ff-76d11fe32b56,julia,2,"red, blue",0.0,0,3,"Right half. Red 4th square, base line. Blue 4 and 5 square, 3rd line.",red blue,,C,Pi,C_Pi,2
2069,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,6.0,6,7ff5101d-3f1c-d31b-86ff-76d11fe32b56,justin,2,"Red, Blue",0.0,0,3,"Right half. Red 4th square, base line. Blue 4 and 5 square, 3rd line.",red blue,,C,Pi,C_Pi,2
2070,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,0,6e771359-677a-beb7-44bf-c434481ce3f9,julia,2,"red, blue",0.0,0,0,"Left. Red, 2 square, 2nd line. Blue, 2 and 3 square, baseline.",red blue,,L,C,L_C,3
2071,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,0,6e771359-677a-beb7-44bf-c434481ce3f9,justin,2,"Red, Blue",0.0,0,0,"Left. Red, 2 square, 2nd line. Blue, 2 and 3 square, baseline.",red blue,,L,C,L_C,3
2072,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,2,ed4879e7-efd1-64ee-b287-c4407881307d,julia,2,"red, blue",0.0,0,1,"Left. Red, 2 square, 4th line. Blue, 4 and 5 square, baseline.",red blue,,L,C,L_C,3
2073,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,2,ed4879e7-efd1-64ee-b287-c4407881307d,justin,2,"Red, Blue",0.0,0,1,"Left. Red, 2 square, 4th line. Blue, 4 and 5 square, baseline.",red blue,,L,C,L_C,3
2074,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,4,e30d04fd-b58c-1e9f-2a0b-20400ef05b6f,julia,2,"red, blue",0.0,0,2,"Right. Red, 4 square, 2nd line. Blue, 3 and 4 square, baseline.",red blue,,L,C,L_C,3
2075,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,4,e30d04fd-b58c-1e9f-2a0b-20400ef05b6f,justin,2,"Red, Blue",0.0,0,2,"Right. Red, 4 square, 2nd line. Blue, 3 and 4 square, baseline.",red blue,,L,C,L_C,3
2076,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,6,33d4a096-5b78-01ea-8634-3347daa6b26a,julia,2,"red, blue",0.0,0,3,"Right. Red, 4 square, 4th line. Blue, 3 and 4 square, 6th line",red blue,,L,C,L_C,3
2077,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,7.0,6,33d4a096-5b78-01ea-8634-3347daa6b26a,justin,2,"Red, Blue",0.0,0,3,"Right. Red, 4 square, 4th line. Blue, 3 and 4 square, 6th line",red blue,,L,C,L_C,3
2078,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,0,cc869dea-38a7-ac54-26b1-caba3fccb2c1,julia,2,"red, blue",0.0,0,0,"Right. Red, 5 square, base line. Blue, 2 and 3 square, 3rd line",red blue,,L,Pi,L_Pi,3
2079,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,0,cc869dea-38a7-ac54-26b1-caba3fccb2c1,justin,2,"Red, Blue",0.0,0,0,"Right. Red, 5 square, base line. Blue, 2 and 3 square, 3rd line",red blue,,L,Pi,L_Pi,3
2080,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,2,2fb01074-2532-3fd3-c9f3-5bf84d03cbdd,julia,2,"red, blue",0.0,0,1,"Right. Red, 2 square, base line. Blue, 4 and 5 square, 3rd line",red blue,,L,Pi,L_Pi,3
2081,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,2,2fb01074-2532-3fd3-c9f3-5bf84d03cbdd,justin,2,"Red, Blue",0.0,0,1,"Right. Red, 2 square, base line. Blue, 4 and 5 square, 3rd line",red blue,,L,Pi,L_Pi,3
2082,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,4,8b4eb003-401a-2e8a-fba0-fd458d3ac4b9,julia,2,"red, blue",0.0,0,2,"Left. Red, 2 square, 2nd line. Blue, 2 and 3 square, base line",red blue,,L,Pi,L_Pi,3
2083,4548-d4f8915b-8223-4cc4-b5b4-889e40eb849f,8.0,4,8b4eb003-401a-2e8a-fba0-fd458d3ac4b9,justin,2,"Red, Blue",0.0,0,2,"Left. Red, 2 square, 2nd line. Blue, 2 and 3 square, base line",red blue,,L,Pi,L_Pi,3
